idMS/MS ID;1_132.0817871_74.66211423;1_193.0350346_76.61381657;1_210.0605862_74.77222572;1_488.2385327_75.62070332;2_132.0814003_57.10246633;2_136.0625039_55.55296631;2_163.122747_57.2083086;2_193.0350244_59.18954111;2_210.06142_58.73857564;2_215.016208_58.81672912;2_217.0683861_55.93537797;2_230.989292_58.23129316;2_233.0443197_56.60480832;2_263.0173815_55.51826421;3_163.1180726_120.2785899;3_163.1223194_115.0298981;3_251.1388488_117.8724752;4_470.2274293_185.1211499;4_502.254486_185.9513942;5_611.1620107_365.7068855;5_633.1440585_364.1400789;6_132.0818476_84.32915098;7_308.1953731_303.6587836;7_470.2288391_303.6587836;8_205.0704912_1188.446057;8_457.2802374_1188.471966;8_696.38272_1188.550358;8_701.3381762_1188.452468;9_205.070678_1052.786975;9_668.3512253_1052.806527;9_673.3063527_1052.764256;9_689.279941_1053.275471;10_472.2437099_269.1177464;11_1201.443941_35.8623872;11_1201.77476_36.02912289;11_1269.431483_36.17808682;11_430.915791_36.42803253;11_873.8383588_36.42803253;11_907.3284018_36.36190028;11_930.4938757_35.99814651;11_953.1560317_36.60073827;11_975.8218907_36.29994751;12_472.2437745_288.0098514;13_205.070541_1115.517989;13_682.3669239_1115.308513;13_687.321938_1115.371566;14_341.195519_1071.940318;14_457.2798131_1071.976107;14_654.3703669_1072.051448;14_659.3264075_1071.98101;18_205.0704554_1123.735342;18_682.3664901_1123.670145;18_687.3221784_1123.735342;20_279.159697_1278.914546;20_317.1144628_1278.661023;21_163.0393434_223.6948182;21_355.1025643_223.8663641;21_372.128259_223.5104002;22_1227.723912_701.5540464;22_451.304716_701.2248607;22_489.1831625_701.3967517;22_579.3521037_701.3583376;22_597.3649158_701.2367465;22_777.4291143_701.3775446;22_794.4561943_700.9174756;22_799.4123607_700.1913659;22_923.4908411_701.2900402;23_470.2287806_273.9313262;24_163.1226544_67.00709741;24_220.064267_67.21751581;26_468.2116577_175.9161315;27_250.9386618_48.59086414;28_1009.478243_726.5453588;28_1009.488862_727.480992;28_1010.495756_726.3038464;28_435.3094561_726.4551795;28_451.3025402_726.5195207;28_557.1714153_726.8216771;28_743.4236247_726.8216771;28_863.4303735_726.8216771;29_355.1029922_238.3125064;30_205.0704382_1181.724998;30_457.2810562_1181.76627;30_696.3819302_1181.795128;30_701.3381378_1181.658764;31_347.1962785_330.5857121;31_456.2468953_328.7829092;32_468.2121538_226.6838687;33_468.2120926_193.2285414;34_413.1300027_744.4603013;34_537.3053592_744.0434063;34_643.1724765_743.9137348;34_662.1882854_744.8981136;34_683.3648479_743.435041;34_913.4123816_743.8360006;34_949.434021_744.187018;34_966.4600874_743.8360006;34_971.4158233_743.4564486;35_537.3052178_732.1576696;35_864.4380756_731.9683851;36_640.3556756_1006.573818;36_645.3112212_1008.582882;37_1399.729166_721.2499049;37_265.0577892_720.5383169;37_537.3046848_720.5048027;37_575.1856173_720.4346113;37_863.4291212_720.3772778;37_864.4339356_720.8475883;37_880.4584687_720.3901358;37_885.4147545_720.3369129;39_265.1541129_173.2789254;39_500.2383234_173.9079215;41_530.249372_241.5935056;42_468.2125606_258.3820677;42_474.2608656_260.2416605;43_355.1043197_278.4665084;43_472.241878_278.359717;44_271.2400852_757.5017576;44_537.3053518_757.7395882;44_667.3340393_756.520166;44_949.4316648_757.3954354;44_966.4614071_757.4536639;44_971.4157945_757.5066445;48_289.2510522_642.2189918;48_471.1722346_642.1137524;48_613.3574604_642.4794423;48_759.418423_642.0478439;48_759.4289324_642.2942613;48_939.4859138_642.0478439;48_956.4947732_641.22587;48_956.5128632_642.0547791;48_961.4683436_642.0585455;53_468.2119914_300.7497778;58_125.9872622_49.38117777;58_143.9976005_49.25579998;59_519.2588006_943.1429488;59_626.3394296_945.163621;59_631.2951293_945.0284442;60_966.4589366_749.3475908;60_971.4131823_749.7740697;66_1025.486363_657.5394048;66_1042.515954_657.2938029;66_1047.47058_657.1132196;66_271.2407793_657.4017104;66_697.3431316_657.6964073;67_451.1606094_422.2922786;67_568.3014663_422.8938101;68_468.2116931_205.4033222;68_470.2269372_204.384709;70_799.4124655_705.5145198;71_355.1709266_340.5256848;71_484.244237_339.3628605;72_1111.486501_678.2310951;72_1128.515415_678.2733217;72_1133.470994_677.9289672;74_205.0702369_1254.524136;74_710.3965294_1254.613135;74_715.3537042_1254.736081;75_482.2272583_265.2755991;76_129.0557074_1018.712412;76_189.1150527_1019.504195;76_231.1596348_1018.686304;76_253.1410623_1018.797244;77_163.121967_213.1569591;77_265.1541979_213.6773998;77_502.2547436_214.084683;79_500.2390489_206.2219225;80_505.2774011_937.2832196;80_626.3393173_937.2524493;80_631.295452_937.1052598;80_751.39034_936.7228017;81_484.2442599_354.9587336;83_205.0699556_988.963512;83_654.3333871_988.7664337;83_659.2904895_988.828885;86_470.2295405_149.1792734;96_279.1595512_1268.307123;96_301.1411757_1268.314769;96_317.112684_1268.539342;99_203.0523039_54.45042585;99_219.0269626_53.45468429;100_471.2307964_290.1049846;103_1095.492901_733.8599858;103_1112.518134_733.7728052;103_1117.475253_733.9938762;104_471.2931131_1138.18802;104_668.3865012_1137.352388;104_673.342633_1136.868602;105_498.2594448_403.310702;106_500.2378038_165.5389955;107_1025.485321_663.9879798;107_1048.473391_664.3216099;107_759.4167501_663.4604813;107_833.384526_663.4352171;107_896.4542237_663.6436025;107_901.4010958_663.1246238;107_901.4095751_663.6584941;109_219.149742_340.9825526;109_757.3270274_342.4935931;110_1009.485227_710.594545;110_1026.518702_710.2687298;110_1031.474027_709.8600434;110_653.347483_710.5914734;110_743.421972_710.1878184;111_105.0700106_161.8504768;111_122.0967898_162.2271202;112_350.2074628_169.8851981;114_708.3821808_695.2727752;114_713.3378679_695.3551187;116_166.0862994_101.1846164;118_598.3118589_427.2385668;119_640.3546473_995.6699227;119_645.3107061_995.70325;122_500.2380149_190.698867;123_527.2994918_1258.465946;124_743.4223501_687.2328449;124_923.4886349_687.0869273;124_940.51627_687.2021101;124_945.4737866_686.7321845;125_500.237779_97.79077528;127_498.2590472_393.5825876;134_612.3221774_870.494179;134_617.2792391_870.3350082;135_468.2131819_245.9503022;136_566.2864914_443.4203456;137_259.0971645_411.2639642;137_468.1877125_411.1439592;137_473.1419196_410.8132591;138_557.2215649_653.541622;138_701.3016001_653.3022433;138_902.514556_654.1141938;141_205.0696978_977.8692714;141_415.2206205_977.5384304;141_654.3340031_977.5702218;141_659.2903932_977.4406577;144_486.2225841_81.58941107;145_810.4523557_647.0753737;145_815.4080696_647.332106;146_498.2592363_380.0577391;147_1128.514918_672.1837924;147_1133.470639_672.0880932;147_497.1139986_672.1482744;147_643.1727901_672.2883029;149_1042.515299_665.6554968;149_1042.526771_666.0149862;149_1047.470509_665.1707085;150_483.2213407_599.9518771;151_205.0699009_916.1015683;151_329.0051926_915.1843685;151_640.3198287_916.2977464;151_645.2745375_916.4168605;152_567.2790127_886.6556551;153_468.2117476_234.5220836;154_321.168304_718.9604821;155_546.3268985_842.7844142;155_551.2831939_842.3384554;156_457.203758_473.0690554;156_457.2097583_473.9386716;156_479.1892859_472.7973543;160_451.1604641_429.3391293;162_420.1876538_256.16177;163_595.1665672_406.3301673;165_617.2785091_876.3761518;166_668.351684_1040.034382;166_673.3063245_1039.818985;169_626.3398764_928.9478443;169_631.2953658_928.5012501;170_987.412309_683.1940967;173_526.4313085_1461.454364;173_531.3875545_1462.130643;174_443.3331843_1484.874855;174_526.4319697_1486.109852;177_500.2365539_108.384278;179_562.2547371_471.1874303;180_207.137708_279.3109311;180_387.200247_280.6911858;184_399.3060807_1468.907083;184_526.4322569_1469.506332;184_531.3869158_1469.752952;184_570.4505022_1470.908939;185_468.2130572_143.407861;191_482.4044617_1477.570686;191_487.3629239_1477.428996;193_483.2562828_1236.359524;195_603.2632964_811.2579542;197_464.2855328_1161.94449;197_469.2405063_1161.990585;198_709.3440707_866.84237;200_450.2698497_1087.047415;200_455.2244698_1087.012325;200_469.2047741_1087.012325;206_526.4316364_1452.398364;206_531.3869737_1452.539618;206_614.485689_1452.13636;206_619.44399_1452.532098;208_685.3064136_1067.903271;210_614.4848712_1435.44013;210_619.4428158_1435.308461;211_570.4588217_1459.842955;211_575.4152665_1461.278798;212_465.1050246_387.822302;218_645.2751514_539.3767887;224_746.5664626_1428.262509;227_132.0808616_111.9416734;230_482.4031928_1458.484108;230_487.3622512_1458.704061;235_468.2122194_216.3410079;238_681.3124164_769.0518947;238_971.4156858_769.5601211;239_220.0642426_86.9623729;240_685.3061403_612.3064707;242_235.6182402_145.1616966;244_693.3481126_830.7600907;245_477.2860407_794.61685;245_535.2883403_794.1496912;249_523.2522496_738.7187393;253_570.4595644_1481.785819;256_649.3596115_1025.762698;256_684.3945535_1025.794644;262_469.2398758_1143.781663;263_329.2090149_1368.600739;263_429.3179258_1369.530899;264_639.3012872_680.2143106;265_500.2744259_374.0376405;271_570.4588629_1443.539803;271_575.4128556_1444.427303;271_658.5127383_1443.610652;271_663.4668488_1444.302967;272_751.5212735_1413.069577;274_639.3269006_658.5883121;290_870.4371466_631.9791597;290_875.3939457_631.2156934;290_961.4680288_632.5981187;294_685.3065911_619.0946483;296_497.2718109_1304.692763;298_885.4148884_741.7507589;302_566.2861792_547.7926391;303_457.2082629_499.969303;309_327.0076868_913.899766;309_350.9874104_913.8936315;312_547.2891418_1062.05378;323_988.516562_675.1334614;331_658.5124588_1427.516325;334_441.021343_59.48466179;357_982.4525131_607.3723634;387_539.2482366_1374.156093;395_525.231701_1314.843486;401_641.3577366_1005.409269;411_707.2206301_478.4344987;420_457.2024715_489.4531452;450_566.2849552_505.5378012;451_871.3994007_777.7571852;458_533.2716714_893.3156948;477_662.3449253_520.3438876;487_746.5649711_1412.494831;497_533.2767571_862.4991447;513_776.5796396_1318.675914;515_901.4078819_586.2093127;517_687.3585954_1206.823155;529_517.3736155_1358.186328;14.01565;16.0313;17.026549;18.010565;20.929332;21.981944;26.01565;27.994915;28.0313;29.02655;30.01056;31.0422;31.97207;33.98772;37.955881;42.010565;42.04695;43.00581;43.98983;46.00548;56.0626;59.0735;60.02113;60.03236;63.9619;68.0626;74.03678;78.04695;79.95682;86.00039;88.0517;88.10004;97.96738;97.9769;102.0618;104.01096;116.0861;123.99255;132.04226;145.15789;146.05791;162.052825;164.068475;176.03209;180.06339;194.042655;204.0655;206.05791;305.068158;307.083808;324.10565;342.116215
166_673.3063245_1039.818985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
169_626.3398764_928.9478443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.834;0.834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169_631.2953658_928.5012501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
170_987.412309_683.1940967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032;0;0.016;0;0;0;0;0;0;0;0;0;0;0.021;0.011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
173_526.4313085_1461.454364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.462;0;0.153;0;0;0;0;0;0.202;0.202;0.151;0;0;0;0;0;0;0;0;0;0;0;0.258;0.258;0.092;0.092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.087;0.087;0.022;0.022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
173_531.3875545_1462.130643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.462;1;0;0.071;0;0;0;0;0;0.093;0.093;0.07;0;0;0;0;0;0;0;0;0;0;0;0.119;0.119;0.043;0.043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.04;0.01;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
174_443.3331843_1484.874855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.26;0;0;0;0;0;0.002;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
174_526.4319697_1486.109852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.153;0.071;0.26;1;0;0;0;0;0;0.155;0.155;0.116;0;0.035;0.017;0;0;0;0;0;0;0;0;0.177;0.177;0.063;0.063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177_500.2365539_108.384278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.381;0;0.295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.412;0.231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.361;0;0;0;0;0;0.389;0;0;0;0.602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
179_562.2547371_471.1874303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
